f_pairwise	q_bray_curtis	q_jensen_shannon	q_jaccard	q_endemic	f_singleinv	f_coalescence
0.0	0.44	0.44	0.44	0.44	4.032670378875864e-08	0.0
0.43891468847184884	0.45	0.45	0.45	0.45	0.0	0.019191799059816203
0.46225756532892426	0.8928571428571429	0.8928571428571429	0.8928571428571429	0.8928571428571429	0.13273413928303074	3.292849184571453e-05
0.5771011163793742	0.6470588235294118	0.6470588235294118	0.6470588235294118	0.6470588235294118	0.4417245088660867	0.4922905488858462
0.4074960396801335	0.4375	0.4375	0.4375	0.4375	0.0	0.0
0.2578217414304921	0.36000000000000004	0.36000000000000004	0.36000000000000004	0.36000000000000004	8.367185449012503e-07	5.970342250042579e-08
NA	0.6511627906976744	0.6511627906976744	0.6511627906976744	0.6511627906976744	0.21918915883333626	0.19108228085711373
NA	0.459016393442623	0.459016393442623	0.459016393442623	0.459016393442623	0.0	0.1638155037643204
0.8457030135307405	0.7831325301204819	0.7831325301204819	0.7831325301204819	0.7831325301204819	0.6134173113494616	0.5739930448012716
NA	0.22388059701492535	0.22388059701492535	0.22388059701492535	0.22388059701492535	0.0	0.0
0.3126091309360524	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	4.372589658240538e-06	0.0
0.5091545346417541	0.47826086956521735	0.47826086956521735	0.47826086956521735	0.47826086956521735	0.0	0.0
0.6769101257034463	0.502092050209205	0.502092050209205	0.502092050209205	0.502092050209205	0.42796593297226854	0.4095395307998634
0.650313501828918	0.8	0.8	0.8	0.8	0.39326504012529495	0.38237087253637336
0.426458987273776	0.48387096774193544	0.48387096774193544	0.48387096774193544	0.48387096774193544	0.4479843418068262	0.3699948007787686
0.5099019901531792	0.6451612903225806	0.6451612903225806	0.6451612903225806	0.6451612903225806	0.47112868764417204	0.39494000665753987
0.4850469276735283	0.717948717948718	0.717948717948718	0.717948717948718	0.717948717948718	0.3802965663680813	0.2612267689716856
0.1505115047775456	0.47761194029850745	0.47761194029850745	0.47761194029850745	0.47761194029850745	0.0	2.038915700107003e-06
0.5108146439269321	0.4210526315789474	0.4210526315789474	0.4210526315789474	0.4210526315789474	0.3127381616815805	0.29972165417649044
0.830601961192877	0.2592592592592593	0.2592592592592593	0.2592592592592593	0.2592592592592593	0.0	0.0
0.45001890632076025	0.4285714285714286	0.4285714285714286	0.4285714285714286	0.4285714285714286	0.18701262721047981	0.26206413916438265
0.5567367894574909	0.494949494949495	0.494949494949495	0.494949494949495	0.494949494949495	1.4279945184961423e-05	0.33818588720993803
0.5211001179542899	0.6923076923076924	0.6923076923076924	0.6923076923076924	0.6923076923076924	0.27883920391581385	0.33359171109686137
0.405673244596596	0.1875	0.1875	0.1875	0.1875	0.0	0.16176655501583564
0.00025041334081909165	0.5	0.5	0.5	0.5	0.00010230529614487024	0.3659033723637469
0.5020257733165285	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.19402241246402477	0.16238194194067262
1.0	0.34426229508196715	0.34426229508196715	0.34426229508196715	0.34426229508196715	0.0007577354031825803	0.028300817305647066
0.42860004372466387	0.7096774193548387	0.7096774193548387	0.7096774193548387	0.7096774193548387	0.2620987577083187	0.35110811119869745
0.1251549455759243	0.5070422535211268	0.5070422535211268	0.5070422535211268	0.5070422535211268	0.015660324149360017	0.030795169648620696
0.6267074572268666	0.6557377049180327	0.6557377049180327	0.6557377049180327	0.6557377049180327	0.38492650791321	0.380594275914643
0.5477093092002182	0.34177215189873417	0.34177215189873417	0.34177215189873417	0.34177215189873417	0.0	0.0
