f_pairwise	q_bray_curtis	q_jensen_shannon	q_jaccard	q_endemic	f_singleinv	f_coalescence	h_inv	h_res
0.410723473217567	0.9636123778906501	0.9583538956671028	0.7887323943661971	0.7078651685393258	0.38129417817250866	0.365848304499535	0.5371573675205057	0.014398251387088282
0.5128300623104202	0.21712154453755766	0.1799311884940539	0.19999999999999998	0.28571428571428575	0.11313861820880942	0.009847530838241024	0.02846045167501328	0.7706496945225484
0.6284834169663029	0.7777541626072431	0.7538848730066613	0.5833333333333334	0.5531914893617021	0.4016811181428721	0.3905257581402514	0.4626497223031696	0.2585895245854295
0.5513540676093092	0.6415660814894593	0.5391148029629408	0.5	0.3846153846153846	0.0	0.0	0.01931995070431624	0.6600377419442706
0.325363292329848	0.8772434103676322	0.8645541791484548	0.7333333333333333	0.7241379310344828	0.3479267320842617	0.22451690388199164	0.6972810777234613	0.6900813029717124
0.4579578512931264	0.19462047906019916	0.20038563719669897	0.2830188679245283	0.2592592592592593	0.0002808400814912282	6.269955526003239e-05	0.602120978301217	0.013443846495165165
NA	0.4603340930078713	0.382525714337375	0.4166666666666667	0.5039370078740157	0.1020678328482247	0.015228774621618306	0.017771763648279267	0.06287809396880349
0.306832027190435	0.9994062165029451	0.9983771269697481	0.8854166666666667	0.8571428571428571	0.3052352242168111	0.47554057064729677	0.039873023993794186	0.5666538066962205
0.0	0.8927182422408473	0.9083121953022488	0.8076923076923076	0.8108108108108107	0.0	0.3242996894677612	0.02914475376738803	0.43394871911461874
NA	0.491696448382305	0.5035416458129564	0.36363636363636365	0.37735849056603776	0.4351955225505679	0.4309587339133935	0.027969930406835212	0.019304327289355883
0.7437045701852674	0.1768491063902397	0.1893836983577269	0.64	0.5714285714285715	0.04542413734169305	0.0665540041009957	0.3921580304872122	0.021055373616744002
0.0	0.21446309729416352	0.2238988505610477	0.3899082568807339	0.4166666666666667	0.0	0.0	0.4417616415644155	0.4638057627144975
0.5128313831161918	0.04266868090520378	0.054523831192651195	0.30769230769230765	0.375	0.049373416192443634	0.04223713404836847	0.03699993273868989	0.6606222448088002
0.6861831430811589	0.18421960683518762	0.2591352122886799	0.2380952380952381	0.4482758620689655	0.02717021610820694	0.11410505404552879	0.020532534660139205	0.8822020454953485
7.501156105742622e-05	0.12616541652239727	0.13727932968545148	0.14634146341463414	0.22535211267605632	0.005360115729023734	0.013133468077082277	0.02365313938770999	0.055922966728459686
0.5063411742380841	0.9996516126259822	0.999092115296356	0.7599999999999999	0.7692307692307693	0.47089255270553965	0.3125613162304117	0.695312495684789	0.46498887414466245
0.8104229393006601	0.7505578568986598	0.7857968508786346	0.6153846153846154	0.5769230769230769	0.20055639890144317	0.23006681595014256	0.7686058825046193	0.8727143727384954
0.8624418929247415	0.9109193252266372	0.8858045928211457	0.576036866359447	0.5555555555555556	0.3373290576506721	0.4279829883485087	0.4266718609025715	0.5910652555601923
NA	0.40014020363814556	0.3479760470238391	0.3284671532846716	0.32142857142857145	0.0	0.0	0.018414219714834718	0.014461259070828365
0.5405163061424715	0.119040831510561	0.14156788515852012	0.3835616438356165	0.380952380952381	0.11195964463644303	0.10240856862667339	0.7288583566455284	0.018185412638638754
0.5796993596156211	0.15369852816566118	0.1345651260535611	0.13599999999999998	0.18181818181818182	0.0	0.0	0.552319277547127	0.039492153038274386
0.6324037691009254	0.06680188772363432	0.052208093695716	0.16	0.1967213114754098	0.0	5.568572627235273e-07	0.014487913399964782	0.7815156625174386
0.5515093468420902	0.5641581376718354	0.5584127663708306	0.42424242424242425	0.39999999999999997	0.20167911451671272	0.22064138782308412	0.8357835918666986	0.48434376336250035
0.1322933718919234	0.9963896145680066	0.9916276999365847	0.8311688311688312	0.7441860465116279	0.15441087027687453	0.26717078765714836	0.02006819061602802	0.5486492782364107
0.3193112811670604	0.9461898083343155	0.9582391322552075	0.8620689655172414	0.8620689655172414	0.3142868273292275	0.28132399097492183	0.6214695613580908	0.018084132935093825
NA	0.4535858244392853	0.4015847814185991	0.3846153846153846	0.28089887640449435	0.0	0.005620199877213771	0.6969069000538418	0.031083293256959417
0.4482028222736911	0.779411512214798	0.7014883431920553	0.6913580246913581	0.6753246753246753	0.3552242706334094	0.25923978289187494	0.76244665188372	0.016560428428551596
0.47633150373864647	0.011829485021419534	0.03183944939465898	0.1592920353982301	0.16666666666666666	0.0	0.0	0.673156112498039	0.015379069966930402
0.4425726230310699	0.9108064027514465	0.8942111846811083	0.7674418604651163	0.7267080745341615	0.35636471551506865	0.34555586585229703	0.5950764453699946	0.6429315470596111
0.6611895839048686	0.2974252114611088	0.30113068821941613	0.2066869300911854	0.2241379310344828	0.31887508884290383	0.16080071418208047	0.025062785583426356	0.727284610572878
0.6928541410714552	0.9920066534066951	0.9922549169544881	0.912751677852349	0.8571428571428572	0.657192293792096	0.3069336412310061	0.7599981738160442	0.022633465887802514
0.4679869206355307	0.4381304527269816	0.39680381905656464	0.5603448275862069	0.4878048780487805	0.3887420615697605	0.3852279319486525	0.5791151922366018	0.025035543685319416
0.4264226980449343	0.9999662282864469	0.999891059984861	0.8186046511627907	0.7887323943661972	0.3104433921091573	0.30977292161996883	0.63934460706487	0.41504070288941036
1.0	0.9442390180714161	0.9368008249784588	0.7692307692307692	0.75	0.5830262880656328	0.5075997762054719	0.49632159245635643	0.8747671190498238
0.3841453648623953	0.23030356638433236	0.20383106007289267	0.5128205128205129	0.5185185185185186	0.017644187092599836	2.1920344905553042e-05	0.6941170962228794	0.01877489149214499
0.7105221413082011	0.7507026895036715	0.7626114916736022	0.6268656716417911	0.6062992125984251	0.5996292097174016	0.5569532225304528	0.47095260749456574	0.050290223620118854
0.6458246516751144	0.526797769576432	0.5603728458358396	0.5	0.546218487394958	0.0004447346154330662	0.00020173801713646483	0.3928388913331038	0.018593389238991887
0.4679141258852479	2.432552896774712e-07	1.1787745442116765e-06	0.05617977528089887	0.07964601769911506	0.0	0.0	0.5522697332850465	0.021763932107421897
0.3525953658644685	0.0005947836193942558	0.001400485896734294	0.2290748898678414	0.2222222222222222	0.0	0.0	0.682840238936307	0.01944664953936852
7.567670536846743e-06	0.3622449069805926	0.32195107480613305	0.5573770491803278	0.5	0.0	0.0	0.5184376746366288	0.5198241726671362
NA	0.028188512557723484	0.04695559061402323	0.4375	0.45454545454545453	3.4611920222744384e-05	0.010615365427561071	0.01865337310269019	0.015607034690099521
0.7764083529966386	0.6595470873262241	0.6861118381275743	0.8426966292134832	0.8333333333333334	0.029935422680769923	0.2605607683456757	0.022332774975193818	0.030693904572785917
0.0	0.19587775706383057	0.2935806788801937	0.45652173913043476	0.39024390243902446	0.04907395749277527	0.07871305352974611	0.014708504232087125	0.03167867401318535
1.0	0.9999995099873873	0.9999976018722178	0.7123287671232876	0.75	0.0072454375510609655	0.4163877214275503	0.024969377178057545	0.03196482280693101
0.19526844399265675	0.43440612713585597	0.5155348868519388	0.45454545454545453	0.4744525547445256	0.0	0.0	0.5747921193661756	0.6922561323181756
NA	0.918231820304496	0.8572818760646531	0.4064516129032258	0.4285714285714286	0.29628129071738823	0.001063187590063685	0.027196687230824676	0.02120805171316157
0.7288400593753137	4.740764534251067e-05	0.00012794474428365053	0.14285714285714288	0.15789473684210528	0.0	0.0	0.45850642848219975	0.027434589799749325
0.34884157325503723	0.46397831912183324	0.551642276884135	0.3559322033898305	0.3548387096774193	0.0	0.0	0.6862319440043769	0.016284992865827314
0.2534092755999376	0.32994493157031807	0.3168088440001405	0.5107296137339056	0.47297297297297297	0.0	0.0	0.6826584790223514	0.516700921657895
0.3951594522131662	0.9986414207502521	0.9979404688461065	0.7391304347826086	0.7096774193548387	0.32036597499158986	0.7127298560678218	0.02110035700520307	0.5063344893227336
NA	0.9166084931045857	0.9074501362044262	0.6774193548387096	0.6242774566473988	0.0	0.10512878432816755	0.04682527970833384	0.026518371858540647
0.9999977644424312	0.03560922923752573	0.032043594431060946	0.3333333333333333	0.4	0.0116753370535551	0.00021720542842739663	0.04985064089499771	0.019116277813913816
0.4011583264910999	0.6380137536523851	0.6735346592204662	0.8015267175572519	0.817258883248731	0.0011917687316519213	0.00018506812962286085	0.607868647734398	0.023215029687938517
NA	0.23856699897608696	0.3072299319538651	0.4545454545454545	0.55	0.0	0.00045352873737861945	0.0248252813061238	0.019147606495616535
NA	0.11118369033312665	0.14609162957871785	0.3365384615384615	0.3061224489795919	0.08873656037998226	0.09431567248012912	0.030764821469586114	0.020665629740235204
0.520255296620229	0.2398451240234764	0.2586046075005887	0.46783625730994155	0.6037735849056605	0.0772905644100157	0.11157659833113108	0.01888988305119778	0.555319127081363
0.39322394012347983	0.505766785314075	0.5257052345499466	0.3356643356643356	0.3137254901960784	0.0	0.0	0.5629354434256676	0.017435912578396696
NA	0.837798303194293	0.8302623006668238	0.6716417910447762	0.6989247311827957	0.0	3.5567995291905643e-07	0.01853728990570442	0.017352753832999387
0.5725859524570002	0.32094349577471587	0.29133989332476107	0.5882352941176471	0.5	0.0	0.026542755957176128	0.014209470901300144	0.5096231351363546
0.5009276868631725	0.758763331308217	0.7002030867352143	0.4888888888888889	0.48275862068965514	0.25425096180317863	0.25120129643891637	0.6314870597771339	0.014839106617344836
0.25300292691177895	0.010943577480218148	0.01621817727263009	0.5161290322580645	0.37499999999999994	0.0033557044239835043	0.0031197491070204665	0.6919583628791088	0.3099166861747797
NA	0.4707897905023369	0.46536817827674715	0.5384615384615384	0.6226415094339622	0.2811344936594314	0.2838266119864803	0.03179791658894956	0.016273852182484644
0.11270321025972557	0.7248617340712904	0.6147260534162983	0.6274509803921569	0.5161290322580646	0.0	0.0008859505778364657	0.023849447133723556	0.2788514810026903
NA	0.10594231807194524	0.06812450274371602	0.2268041237113402	0.2647058823529412	0.0	0.0	0.02183188923248499	0.017553632771490194
1.0	0.5080565371977299	0.5685034437269737	0.3703703703703704	0.4	0.3114164600005613	0.20374757575776725	0.25148503183413795	0.018076644553173284
NA	0.8452085874792679	0.7860224669309869	0.7258064516129031	0.6556291390728477	0.07587171998699309	0.00035839162618086845	0.07195693842284427	0.026781987259540133
0.5010092526578634	0.17753759943848782	0.181492042465935	0.36789297658862874	0.44041450777202074	0.09050657239767998	0.12204912461314102	0.6733161663977362	0.5924897817639161
0.7739894636415029	0.6860426410369465	0.6815434170186827	0.5384615384615384	0.6226415094339622	0.4016641296323023	0.4573402638562776	0.019271445017336845	0.48201604378511637
0.38912064882648684	0.004882158892764091	0.010598923673637429	0.10863509749303621	0.12000000000000001	0.006896649546550207	0.003580051590785552	0.7257327869652866	0.019875145799465803
0.49457888438693304	0.2705333527017781	0.31696247738688105	0.3076923076923077	0.48571428571428577	0.2217856839881635	0.22081479579614094	0.015783470932047527	0.5374111722663139
0.4541266093476399	0.9999917325168183	0.9999904819520039	0.933852140077821	0.8974358974358975	0.35827641202975424	0.38665068688044035	0.6272193630055473	0.016627587238363516
