f_pairwise	q_bray_curtis	q_jensen_shannon	q_jaccard	q_endemic	f_singleinv	f_coalescence
0.22087709873347824	0.36000000000000004	0.36000000000000004	0.36000000000000004	0.36000000000000004	3.171742037260921e-07	3.609955607690929e-07
0.019552766238705492	0.4	0.4	0.4	0.4	0.006097579645186883	0.011131449708944963
0.4207836751132903	0.27272727272727276	0.27272727272727276	0.27272727272727276	0.27272727272727276	0.0	0.0
NA	0.30985915492957744	0.30985915492957744	0.30985915492957744	0.30985915492957744	0.1289642796811115	0.1406620105669126
1.0	0.23809523809523808	0.23809523809523808	0.23809523809523808	0.23809523809523808	0.018124904538086878	0.11586346580491517
1.0	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.8333333333333334	0.7271427696991526	0.7390531898324167
NA	0.8	0.8	0.8	0.8	0.1231109677427741	0.5307852238625503
0.64800247964251	0.2571428571428572	0.2571428571428572	0.2571428571428572	0.2571428571428572	0.3952176520923537	0.38141356529171305
1.0	0.7999999999999999	0.7999999999999999	0.7999999999999999	0.7999999999999999	0.37891668527105155	0.3786625165997474
0.2575865281325539	0.6000000000000001	0.6000000000000001	0.6000000000000001	0.6000000000000001	6.087612021443425e-07	0.2518602897032215
1.0	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.41666666666666663	0.0	0.0
0.5797585697253494	0.34653465346534656	0.34653465346534656	0.34653465346534656	0.34653465346534656	1.1444399739675765e-07	5.1972066571637054e-05
0.27025181025239486	0.19999999999999998	0.19999999999999998	0.19999999999999998	0.19999999999999998	6.70116254614807e-08	4.1048198829808084e-05
0.47148479425891493	0.45	0.45	0.45	0.45	0.305251217710745	0.326670905508746
0.5321098839274884	0.4576271186440678	0.4576271186440678	0.4576271186440678	0.4576271186440678	0.28213204250013346	0.4817341581099978
0.488423235793662	0.5	0.5	0.5	0.5	0.2732774834466571	0.25050227440113515
1.0	0.7950310559006212	0.7950310559006212	0.7950310559006212	0.7950310559006212	0.5132716044768053	0.4689044584125732
0.5474962872535644	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.17647058823529413	0.26199653756969604	0.21054504155715228
0.0	0.3103448275862069	0.3103448275862069	0.3103448275862069	0.3103448275862069	0.0	0.0
0.6234750902968498	0.5970149253731344	0.5970149253731344	0.5970149253731344	0.5970149253731344	0.5021918374150195	0.3623586129917148
0.647991696839456	0.31034482758620696	0.31034482758620696	0.31034482758620696	0.31034482758620696	0.0	0.0
1.0	1.0	1.0	1.0	1.0	0.16100186235971947	0.556151393848392
0.31536025511283894	0.0	0.0	0.0	0.0	0.0	0.0
0.5259582750449809	0.7317073170731707	0.7317073170731707	0.7317073170731707	0.7317073170731707	0.3008667226673752	0.37112299897597306
0.0	0.32934131736526945	0.32934131736526945	0.32934131736526945	0.32934131736526945	0.0	0.0
0.6780327452651417	0.8709677419354839	0.8709677419354839	0.8709677419354839	0.8709677419354839	0.0	0.00017017264813019216
0.8444834176284519	0.5238095238095238	0.5238095238095238	0.5238095238095238	0.5238095238095238	0.5023022373847909	0.4567806090829811
0.536458873211808	0.611111111111111	0.611111111111111	0.611111111111111	0.611111111111111	0.0	0.0
0.0	0.7	0.7	0.7	0.7	7.056074666984346e-06	0.5001970151888068
0.5583465606255924	0.48780487804878053	0.48780487804878053	0.48780487804878053	0.48780487804878053	5.1791123422547863e-05	0.0002760189316978023
NA	0.47619047619047616	0.47619047619047616	0.47619047619047616	0.47619047619047616	7.738169320980771e-05	0.3002248734374278
0.5191171463302612	0.5	0.5	0.5	0.5	0.012860223871646578	0.12512770033395465
0.2245796658047207	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.5714285714285714	0.0	0.0
0.4783299456212981	0.7000000000000001	0.7000000000000001	0.7000000000000001	0.7000000000000001	0.14697758480961376	0.16647710195135731
NA	0.5301204819277109	0.5301204819277109	0.5301204819277109	0.5301204819277109	0.327265258103723	0.12146510974113671
0.5071486715145005	0.3137254901960784	0.3137254901960784	0.3137254901960784	0.3137254901960784	0.1601614586583351	0.2020360798704909
NA	0.3125	0.3125	0.3125	0.3125	0.0	0.0
0.23726429497457277	0.509090909090909	0.509090909090909	0.509090909090909	0.509090909090909	0.0030465867672551192	0.010213409583526855
0.5443123665155175	0.5833333333333334	0.5833333333333334	0.5833333333333334	0.5833333333333334	0.4775540943450123	0.4728798225049428
NA	0.5806451612903226	0.5806451612903226	0.5806451612903226	0.5806451612903226	0.0	0.0
0.5221916882962092	0.5360824742268041	0.5360824742268041	0.5360824742268041	0.5360824742268041	0.4975444272756755	0.4914781990008537
0.40316506853201656	0.5185185185185186	0.5185185185185186	0.5185185185185186	0.5185185185185186	0.37779768589221635	0.37895682416697224
0.5768898956118391	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.7142857142857143	0.4549377007371943	0.27479922275081026
0.41571902474350425	0.36	0.36	0.36	0.36	1.4100124313711249e-06	0.0005089557232769462
0.6320119365721301	0.7547169811320755	0.7547169811320755	0.7547169811320755	0.7547169811320755	0.0	0.47344587839214064
NA	0.8536585365853658	0.8536585365853658	0.8536585365853658	0.8536585365853658	0.26030638462002	0.412233875694674
0.24483904847404533	0.3888888888888889	0.3888888888888889	0.3888888888888889	0.3888888888888889	0.05127770690582385	5.180477249741658e-05
0.5112113797840764	0.391304347826087	0.391304347826087	0.391304347826087	0.391304347826087	0.4674455217660542	0.40475645060398596
